Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Project url,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Affects versions,Fix versions,Fix versions,Components,Components,Components,Components,Components,Components,Due date,Votes,Labels,Labels,Labels,Labels,Description,Environment,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers Id,Watchers Id,Watchers Id,Watchers Id,Watchers Id,Watchers Id,Watchers Id,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Inward issue link (Cloners),Inward issue link (Cloners),Inward issue link (Cloners),Outward issue link (Cloners),Inward issue link (Duplicate),Inward issue link (Duplicate),Outward issue link (Duplicate),Inward issue link (Polaris work item link),Outward issue link (Polaris work item link),Outward issue link (Polaris work item link),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Inward issue link (Work item split),Inward issue link (Work item split),Outward issue link (Work item split),Outward issue link (Work item split),Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Custom field (Affected services),Custom field (Approvals),Custom field (Business Case),Custom field (Business Requestor),Custom field (Category),Custom field (Checklist Progress),Custom field (Checklist Progress %),Custom field (Checklist Text (view-only)),Custom field (Development),Custom field (Epic Colour),Custom field (Epic Name),Custom field (Epic Score),Custom field (Epic Status),Custom field (Focus Areas),Custom field (Functional Unit),Custom field (GEP Jira Id),Custom field (Goals),Custom field (Issue color),Custom field (Justification),Custom field (Locked forms),Custom field (Number of user affected?),Custom field (Open forms),Custom field (Perceived Value),Custom field (Project overview key),Custom field (Project overview status),Custom field (Rank),Custom field (Request Type),Custom field (Request language),Custom field (Request participants),Satisfaction rating,Custom field (Satisfaction date),Custom field (Sentiment),Custom field (Start date),Custom field (Story Points),Custom field (Story point estimate),Custom field (Submitted forms),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Total forms),Custom field (Vulnerability),Custom field ([CHART] Date of First Response),Custom field ([CHART] Time in Status),Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Parent,Parent key,Parent summary,Status Category,Status Category Changed
NFR-7 All Data Storefront code will be code reviewed ,DF-455,38684,Sub-task,Backlog,DF,Data Foundations,software,Lee Pattison,61d60cf3e7637900680e44d0,Jira Project space for the Data Foundations project. This is the collection point for tracking work items and development.,https://keyera.atlassian.net/wiki/spaces/DF/,Medium,,,,Mike Hughesman,712020:6893c53e-0a1a-4b92-bc57-83ae6941b487,Mike Hughesman,712020:6893c53e-0a1a-4b92-bc57-83ae6941b487,18/Jun/25 2:11 PM,17/Sep/25 12:34 PM,,,,,,Data Storefront,,,,,,,0,,,,,,,Mike Hughesman,,,,,,,,712020:6893c53e-0a1a-4b92-bc57-83ae6941b487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@fbd13,,,,,0.0,,{},,,,,,,,,,,,,,,,,0|i03pfc:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38675,DF-450,Data Storefront Infrastructure,To Do,18/Jun/25 2:11 PM
NFR-6 Architecture of Orchestration Server and FreshService approved by Cybersecurity ,DF-454,38683,Sub-task,Backlog,DF,Data Foundations,software,Lee Pattison,61d60cf3e7637900680e44d0,Jira Project space for the Data Foundations project. This is the collection point for tracking work items and development.,https://keyera.atlassian.net/wiki/spaces/DF/,Medium,,,,Mike Hughesman,712020:6893c53e-0a1a-4b92-bc57-83ae6941b487,Mike Hughesman,712020:6893c53e-0a1a-4b92-bc57-83ae6941b487,18/Jun/25 2:11 PM,17/Sep/25 12:34 PM,,,,,,Data Storefront,,,,,,,0,,,,,,,Mike Hughesman,,,,,,,,712020:6893c53e-0a1a-4b92-bc57-83ae6941b487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@4bc83267,,,,,0.0,,{},,,,,,,,,,,,,,,,,0|i03pf4:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38675,DF-450,Data Storefront Infrastructure,To Do,18/Jun/25 2:11 PM
NFR-5 Integration between FreshService and Orchestration Server secured ,DF-453,38682,Sub-task,Backlog,DF,Data Foundations,software,Lee Pattison,61d60cf3e7637900680e44d0,Jira Project space for the Data Foundations project. This is the collection point for tracking work items and development.,https://keyera.atlassian.net/wiki/spaces/DF/,Medium,,,,Mike Hughesman,712020:6893c53e-0a1a-4b92-bc57-83ae6941b487,Mike Hughesman,712020:6893c53e-0a1a-4b92-bc57-83ae6941b487,18/Jun/25 2:10 PM,17/Sep/25 12:34 PM,,,,,,Data Storefront,,,,,,,0,,,,,,,Mike Hughesman,,,,,,,,712020:6893c53e-0a1a-4b92-bc57-83ae6941b487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@3b48736,,,,,0.0,,{},,,,,,,,,,,,,,,,,0|i03pew:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38670,DF-445,FR-11 FreshService will call Orchestration Server to automate tasks (such as adding users to AD groups) ,To Do,18/Jun/25 2:10 PM
NFR-4 Integration between FreshService and Data Storefront secured ,DF-452,38681,Sub-task,Done,DF,Data Foundations,software,Lee Pattison,61d60cf3e7637900680e44d0,Jira Project space for the Data Foundations project. This is the collection point for tracking work items and development.,https://keyera.atlassian.net/wiki/spaces/DF/,Medium,,,,Mike Hughesman,712020:6893c53e-0a1a-4b92-bc57-83ae6941b487,Mike Hughesman,712020:6893c53e-0a1a-4b92-bc57-83ae6941b487,18/Jun/25 2:09 PM,17/Sep/25 12:34 PM,,,,,,Data Storefront,,,,,,,0,,,,,,,Mike Hughesman,,,,,,,,712020:6893c53e-0a1a-4b92-bc57-83ae6941b487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@7dbe21a0,,,,,0.0,,{},,,,,,,,,,,,,,,,,0|i03peo:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38664,DF-440,FR-6 Data Storefront will GET FreshService service catalog items flat file and store it in a folder accessible to Data Menu every day at 5:30 am ,Done,21/Jul/25 8:30 AM
NFR-2 Data Storefront should be deployed to AWS or on an OnPrem Windows server and only accessible on Keyera network ,DF-451,38676,Sub-task,In Progress,DF,Data Foundations,software,Lee Pattison,61d60cf3e7637900680e44d0,Jira Project space for the Data Foundations project. This is the collection point for tracking work items and development.,https://keyera.atlassian.net/wiki/spaces/DF/,Medium,,,,Mike Hughesman,712020:6893c53e-0a1a-4b92-bc57-83ae6941b487,Mike Hughesman,712020:6893c53e-0a1a-4b92-bc57-83ae6941b487,18/Jun/25 1:40 PM,17/Sep/25 12:34 PM,,,,,,Data Storefront,,,,,,,0,,,,,,,Mike Hughesman,,,,,,,,712020:6893c53e-0a1a-4b92-bc57-83ae6941b487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@2443017b,,,,,0.0,,{},,,,,,,,,,,,,,,,,0|i03pdk:,,,,,,,,,,,,,,,,,,"04/Jul/25 11:32 AM;712020:6893c53e-0a1a-4b92-bc57-83ae6941b487;Met with Travis, Jason, and Joel and 3 options were available

# AWS
# OnPrem Portainer
# IIS

Travis indicated that IIS may be the best approach as it would work more easily with Cerebos for authentication.",,,,,,,,,,,,,38675,DF-450,Data Storefront Infrastructure,In Progress,04/Jul/25 11:32 AM
Data Storefront Infrastructure,DF-450,38675,Story,In Progress,DF,Data Foundations,software,Lee Pattison,61d60cf3e7637900680e44d0,Jira Project space for the Data Foundations project. This is the collection point for tracking work items and development.,https://keyera.atlassian.net/wiki/spaces/DF/,Medium,,Mike Hughesman,712020:6893c53e-0a1a-4b92-bc57-83ae6941b487,Mike Hughesman,712020:6893c53e-0a1a-4b92-bc57-83ae6941b487,Mike Hughesman,712020:6893c53e-0a1a-4b92-bc57-83ae6941b487,18/Jun/25 1:40 PM,17/Sep/25 12:34 PM,,,,,,Data Storefront,,,,,,,0,,,,,"# Create an architecture diagram
# Validate architecture with Infrastructure and Cybersecurity.",,Mike Hughesman,,,,,,,,712020:6893c53e-0a1a-4b92-bc57-83ae6941b487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DF-132,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@7d9e754c,,,,,0.0,,{},,,,,,,,,,,,,,,,,0|i03pdc:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37301,DF-107,Data Storefront,In Progress,18/Jun/25 5:31 PM
NFR-1 Data Storefront will be secured by requiring a login using Keyera SSO/AD ,DF-449,38674,Story,Approved to Start,DF,Data Foundations,software,Lee Pattison,61d60cf3e7637900680e44d0,Jira Project space for the Data Foundations project. This is the collection point for tracking work items and development.,https://keyera.atlassian.net/wiki/spaces/DF/,Medium,,Mike Hughesman,712020:6893c53e-0a1a-4b92-bc57-83ae6941b487,Mike Hughesman,712020:6893c53e-0a1a-4b92-bc57-83ae6941b487,Mike Hughesman,712020:6893c53e-0a1a-4b92-bc57-83ae6941b487,18/Jun/25 1:39 PM,17/Sep/25 12:34 PM,,,,,,Data Storefront,,,,,,,0,,,,,,,Mike Hughesman,,,,,,,,712020:6893c53e-0a1a-4b92-bc57-83ae6941b487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@51b858dd,,,,,0.0,,{},,,,,,,,,,,,,,,,,0|i03pd4:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37301,DF-107,Data Storefront,In Progress,19/Jun/25 12:15 PM
"FR-14 DUC+ to FreshService integration will include process to add, update, or remove SCIs (may be automated or manual) ",DF-448,38673,Story,Approved to Start,DF,Data Foundations,software,Lee Pattison,61d60cf3e7637900680e44d0,Jira Project space for the Data Foundations project. This is the collection point for tracking work items and development.,https://keyera.atlassian.net/wiki/spaces/DF/,Medium,,Mike Hughesman,712020:6893c53e-0a1a-4b92-bc57-83ae6941b487,Mike Hughesman,712020:6893c53e-0a1a-4b92-bc57-83ae6941b487,Mike Hughesman,712020:6893c53e-0a1a-4b92-bc57-83ae6941b487,18/Jun/25 1:34 PM,17/Sep/25 12:34 PM,,,,,,Data Storefront,,,,,,,0,,,,,"*DESCRIPTION*
Create process documentation to facilitate the integration to support the addition, update, and removal of SCIs (Service Catalog Items). This process may be automated or manual depending on the scope and complexity of the task.  I would suggest we focus on manual process and convert that to an automated process should we have the resources to do so. The goal is to ensure accurate and timely synchronization of SCI data between DUC+ and FreshService to support service management workflows.

This enhancement improves data consistency and operational efficiency in configuration management.

*ACCEPTANCE CRITERIA*

* The integration process supports adding, updating, and removing SCIs in FreshService based on the content of the DUC+.
* Manual and automated processes are clearly defined and documented.
* SCI changes are logged and auditable.

*OUT OF SCOPE*

* SCI management for systems not tracked in DUC+.
* Enhancements to DUC+ or FreshService outside of SCI synchronization.

*DEPENDENCIES*

* API or data access to DUC+ and FreshService.
* Defined SCI data model and mapping rules.
* Authentication and authorization for integration endpoints.

*NOTES*

* Ensure compliance with Keyera’s configuration management and audit policies.
* Include error handling and alerting for failed sync operations.
* This enhancement lays the groundwork for broader CMDB automation.",,Mike Hughesman,,,,,,,,712020:6893c53e-0a1a-4b92-bc57-83ae6941b487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@36931f2,,,,,0.0,,{},,,,,,,,,,,,,,,,,0|i03pcw:,,,,,,,,,,,,,,,,,,20/Jun/25 10:09 AM;712020:6893c53e-0a1a-4b92-bc57-83ae6941b487;[~accountid:712020:6893c53e-0a1a-4b92-bc57-83ae6941b487] to break up into fewer tasks to be assigned.,,,,,,,,,,,,,37301,DF-107,Data Storefront,In Progress,19/Jun/25 12:15 PM
FR-13 Orchestration Server will run scripts that configure access to approved security groups,DF-447,38672,Story,Deploy,DF,Data Foundations,software,Lee Pattison,61d60cf3e7637900680e44d0,Jira Project space for the Data Foundations project. This is the collection point for tracking work items and development.,https://keyera.atlassian.net/wiki/spaces/DF/,Medium,,Jordan Richter,712020:2feb8a1e-46c6-4314-a459-e9a6f33746cf,Mike Hughesman,712020:6893c53e-0a1a-4b92-bc57-83ae6941b487,Mike Hughesman,712020:6893c53e-0a1a-4b92-bc57-83ae6941b487,18/Jun/25 1:21 PM,17/Sep/25 12:34 PM,,,,,,Data Storefront,,,,,,,0,,,,,"*DESCRIPTION*
Enhance the Orchestration Server to execute scripts that configure access to approved security groups. These scripts will be triggered by upstream workflow approvals (e.g., from FreshService) and will automate the provisioning of access entitlements based on predefined rules and mappings.

This enhancement supports scalable, policy-driven access management and reduces manual effort in provisioning tasks.

*ACCEPTANCE CRITERIA*

* The Orchestration Server can execute scripts that apply access configurations to security groups.
* Scripts are parameterized and support logging, error handling, and rollback where applicable.
* Scripts should be version controlled.

*OUT OF SCOPE*

* Manual access provisioning or approval workflows.
* Integration with systems not included in the approved access scope.

*DEPENDENCIES*

* Access to target systems and services (e.g., AD, application APIs).
* Predefined access rules and mappings.
* Secure execution environment for script operations.

*NOTES*

* Ensure all scripts follow Keyera’s security, audit, and change control policies.
* Include retry logic and alerting for failed or partial executions.
* This enhancement is a foundational step toward full automation of access provisioning workflows.",,Jordan Richter,Mike Hughesman,,,,,,,712020:2feb8a1e-46c6-4314-a459-e9a6f33746cf,712020:6893c53e-0a1a-4b92-bc57-83ae6941b487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@509e188e,,,,,0.0,,{},,,,,,,,,,,,,,,,,0|i03pco:,,,,,,,,,,,,,,,,2025-07-03 22:30:07.147,,19/Jun/25 12:09 PM;712020:6893c53e-0a1a-4b92-bc57-83ae6941b487;[~accountid:712020:2feb8a1e-46c6-4314-a459-e9a6f33746cf] has mostly completed these tasks,"19/Jun/25 12:11 PM;712020:6893c53e-0a1a-4b92-bc57-83ae6941b487;[~accountid:712020:2feb8a1e-46c6-4314-a459-e9a6f33746cf] Please document all work to date or attach other tickets or Confluence pages, address any requirements in the ticket that haven’t been completed, and add any necessary information or tasks to facilitate cleanup of code to prepare for Prod deployment.","03/Jul/25 4:30 PM;712020:2feb8a1e-46c6-4314-a459-e9a6f33746cf;for clarity: ~95% of code used on both cgymsapp191 (FS prod PowerShell server) and cgymsapt188 (FreshLab (FL) sandbox PowerShell server) comes from Gopinath Duraiswamy’s initial PoC from 2024. 

with that out of the way, the current functionalities for scripting are as follows:

* Add to AD Group (Simple.Add to AD Group.ps1) - taking in passed username and AD group, it will attempt to add the user to the specified group. Errors accounted for include:
** invalid user/group (hard with prior validation, but it’s possible nonetheless)
** existing admission to group
** other AD-related errors (e.g. service account doesn’t have permissions to modify the given security group)
** other unexpected errors
* Remove from AD Group (Simple.Remove from AD Group.ps1) - taking in passed username and AD group, it will attempt to remove the user from the specified group. Errors accounted for include:
** invalid user/group (hard with prior validation, but it’s possible nonetheless)
** lack of existing admission to group
** other AD-related errors (e.g. service account doesn’t have permissions to modify the given security group)
** other unexpected errors
* Add to Azure AD Group (Simple.Add to Azure AD Group.ps1) - taking in passed username and AD group, it will attempt to add the user to the specified group. Errors accounted for include:
** existing admission to group
** other unexpected errors 

the main functionality we’ve added is the SCIMapping.ps1 file and Search-SCI function contained within the Common.Magic Spells.psm1 file.

# SCIMapping provides a layer of security (requested by Mike Hughesman) that obfuscates the full security group until it reaches the server. This file creates a reference look-up key-value pair where the partial group name sent from FS is then translated to the full group for the file
# the Search-SCI function uses the above mapping file to complete the look-up to the proper security group

*NOTE:* the Convert-HtmlTableToPowerShellObject function is currently commented out as while the functionality works if the file is run on the server, it’s not working through FS. as no tickets currently have fields, we have not found the need to enable this at this time","04/Jul/25 10:11 AM;712020:2feb8a1e-46c6-4314-a459-e9a6f33746cf;A bit more info about the added code.

*SCIMapping.ps1*

This contains all currently created Data Foundation (DF) security groups and connects them to truncated versions of themselves that match what are sent over from the workflow automator from FS. For example, {{""MEA_ALL_APPS_VIEWER_IN"" = ""SG_ALL_IT_DF_MEA_ALL_APPS_VIEWER_IN""}}, where {{""MEA_ALL_APPS_VIEWER_IN""}} comes from the custom object in FS, and {{""SG_ALL_IT_DF_MEA_ALL_APPS_VIEWER_IN""}} is the full security group (SG) name that the {{Add-ADGroupMember}} PowerShell function needs to do its job.

+This needs to be updated every time a group is created.+

*Search-SCI Function*

Something I made, hehe. Takes in one parameter ({{$SCIRequestGroup}}) which is the aforementioned shortened SG name. Then it imports the entire SCIMapping file and matches the {{$SCIRequestGroup}} to {{$groupname}}, which it returns. Nothing too fancy, but then it’s programatic. This code is located in the {{Common.Magic Spells.psm1}} file",,,,,,,,,,37301,DF-107,Data Storefront,In Progress,19/Jun/25 12:09 PM
FR-12 Orchestration Server will communicate with Keyera systems (like AD),DF-446,38671,Story,Deploy,DF,Data Foundations,software,Lee Pattison,61d60cf3e7637900680e44d0,Jira Project space for the Data Foundations project. This is the collection point for tracking work items and development.,https://keyera.atlassian.net/wiki/spaces/DF/,Medium,,Jordan Richter,712020:2feb8a1e-46c6-4314-a459-e9a6f33746cf,Mike Hughesman,712020:6893c53e-0a1a-4b92-bc57-83ae6941b487,Mike Hughesman,712020:6893c53e-0a1a-4b92-bc57-83ae6941b487,18/Jun/25 1:20 PM,17/Sep/25 12:34 PM,,,,,,Data Storefront,,,,,,,0,,,,,"h3. *DESCRIPTION*

Enhance the Orchestration Server to support automated communication with Keyera systems, such as Active Directory (AD), to fulfill downstream tasks triggered by FreshService workflows. This integration will enable seamless execution of provisioning actions like adding users to AD groups as part of the Product Access Request (PAR) process.

This enhancement supports end-to-end automation and reduces manual intervention in access management.

h3. *ACCEPTANCE CRITERIA*

* The Orchestration Server can securely connect to Keyera systems (e.g., AD).

h3. *OUT OF SCOPE*

* Integration with non-Keyera systems and SaaS solutions.

h3. *DEPENDENCIES*

* Network and credential access to Keyera systems (e.g., AD).
* Defined API or command interface for interacting with each target system.
* Secure communication protocols between Orchestration Server and Keyera infrastructure.

h3. *NOTES*

* Ensure compliance with Keyera’s security and audit policies.
* Consider implementing retry logic and alerting for failed operations.
* This enhancement is a critical step toward full automation of access provisioning workflows.",,Jordan Richter,Mike Hughesman,,,,,,,712020:2feb8a1e-46c6-4314-a459-e9a6f33746cf,712020:6893c53e-0a1a-4b92-bc57-83ae6941b487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@23d72a0e,,,,,0.0,,{},,,,,,,,,,,,,,,,,0|i03pcg:,,,,,,,,,,,,,,,,2025-07-04 16:30:09.523,,"04/Jul/25 10:30 AM;712020:2feb8a1e-46c6-4314-a459-e9a6f33746cf;Similar to [https://keyera.atlassian.net/browse/DF-447|https://keyera.atlassian.net/browse/DF-447|smart-link], AD groups can be added through PowerShell scripts. Creation of workflow from FS side is noted in steps in [https://keyera.atlassian.net/browse/DFM-17|https://keyera.atlassian.net/browse/DFM-17|smart-link] ",,,,,,,,,,,,,37301,DF-107,Data Storefront,In Progress,18/Jun/25 5:30 PM
FR-11 FreshService will call Orchestration Server to automate tasks (such as adding users to AD groups) ,DF-445,38670,Story,Deploy,DF,Data Foundations,software,Lee Pattison,61d60cf3e7637900680e44d0,Jira Project space for the Data Foundations project. This is the collection point for tracking work items and development.,https://keyera.atlassian.net/wiki/spaces/DF/,Medium,,Jordan Richter,712020:2feb8a1e-46c6-4314-a459-e9a6f33746cf,Mike Hughesman,712020:6893c53e-0a1a-4b92-bc57-83ae6941b487,Mike Hughesman,712020:6893c53e-0a1a-4b92-bc57-83ae6941b487,18/Jun/25 1:20 PM,17/Sep/25 12:34 PM,,,,,,Data Storefront,,,,,,,0,,,,,"h3. *DESCRIPTION*

Enhance FreshService integration by enabling it to call the Orchestration Server to automate downstream tasks—such as adding users to Active Directory (AD) groups—based on Service Catalogue Item (SCI) workflows. This automation will streamline fulfillment of product requests and reduce manual effort.

h3. *ACCEPTANCE CRITERIA*

* FreshService workflows are configured to trigger calls to the Orchestration Server for applicable SCIs.
* The API call includes all required parameters (e.g., user ID, group ID, request context).
* The Orchestration Server accepts the request and returns a success or failure response.
* Success responses are logged and optionally included in the FreshService ticket.
* Failure responses are logged and surfaced to administrators with actionable error messages.
* The system ensures idempotency to prevent duplicate provisioning actions.
* Process is well documented in Confluence.

h3. *OUT OF SCOPE*

* Manual execution of orchestration tasks.
* Orchestration logic unrelated to SCI-based requests.

h3. *DEPENDENCIES*

* Orchestration Server endpoint and credentials.
* Defined API contract between FreshService and the Orchestration Server.
* SCI workflows configured to support automation triggers.

h3. *NOTES*

* Ensure secure transmission of sensitive data (e.g., via HTTPS and token-based auth). [https://keyera.atlassian.net/browse/DF-453|https://keyera.atlassian.net/browse/DF-453|smart-link] 
* Consider retry logic and alerting for failed orchestration attempts.
* This enhancement supports scalable, automated access provisioning and aligns with ITSM best practices.",,Jordan Richter,Mike Hughesman,,,,,,,712020:2feb8a1e-46c6-4314-a459-e9a6f33746cf,712020:6893c53e-0a1a-4b92-bc57-83ae6941b487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14/Jul/25 11:10 AM;712020:2feb8a1e-46c6-4314-a459-e9a6f33746cf;image-20250714-171039.png;https://keyera.atlassian.net/rest/api/3/attachment/content/27003,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@7718df0b,,,,,0.0,,{},,,,,,,,,,,,,,,,,0|i03pc8:,,,,,,,,,,,,,,,,2025-07-14 17:10:54.063,,"14/Jul/25 11:10 AM;712020:2feb8a1e-46c6-4314-a459-e9a6f33746cf;The +SR: Invoke Automation for Service Requests+ ticket automator has been enabled with the following payload being sent to the PowerShell server

{{pwsh -File ""D:\Freshservice\Orchestration\Powershell\Scripts\Orchestration.Facade.ps1"" {{service_desk_url}} {{ticket.id}} {{ticket.actual_requester.email}} {{ticket.service_request_item_names}} {{ticket.visible_service_item_fields}} {{R2.group_name}}{{R3.script_file_name}}  -Verbose -Restart}}

The parameters in detail being passed are:

# {{{{service_desk_url}}}} - the URL of the ticket (e.g. {{https://keyfreshlab.freshservice.com/a/tickets/432}})
# {{{{ticket.id}}}} - the ticket number (e.g. {{432}})
# {{{{ticket.actual_requester.email}}}} - the email of the user requested for (needed for the SAML translation in the script, e.g. {{jordan_richter@keyera.com}})
# {{{{ticket.service_request_item_names}}}} - the name of the SCI (e.g. {{Fundamentals | Business Users | Access Package - Add}})
# {{{{ticket.visible_service_item_fields}}}} - any entered fields in an SCI submitted through this process (no e.g. right now since none of the SCIs at the time of writing (July 14th, 2025) have any fields needing to be processed)
# {{{{R2.group_name}}}} - the workflow reader (in this case, the one reading the definition of the automation specifics from the +SR Automation - Adding or Removing Users to AD Groups+ custom object) grabbing the group that the SCI is set up to modify access to (e.g. {{FUN_ALL_APPS_DEVELOPER_IN}})
## this is translated to the full group name on server side using the {{SCIMapping.ps1}} file
# {{{{R3.script_file_name}}}} - with using the friendly name the workflow gets from R2 (just above), it compares it against the +Automation Script Pairing+ custom object and passes the ps file name (e.g. {{Simple.Add to AD Group.ps1}})

Error handling is accounted for right after

!image-20250714-171039.png|width=524,height=562,alt=""image-20250714-171039.png""!",,,,,,,,,,,,,37301,DF-107,Data Storefront,In Progress,18/Jun/25 5:25 PM
FR-10 FreshService will allow for approvals by approver defined in meta data in DUC+ ,DF-444,38669,Story,Deploy,DF,Data Foundations,software,Lee Pattison,61d60cf3e7637900680e44d0,Jira Project space for the Data Foundations project. This is the collection point for tracking work items and development.,https://keyera.atlassian.net/wiki/spaces/DF/,Medium,,Jordan Richter,712020:2feb8a1e-46c6-4314-a459-e9a6f33746cf,Mike Hughesman,712020:6893c53e-0a1a-4b92-bc57-83ae6941b487,Mike Hughesman,712020:6893c53e-0a1a-4b92-bc57-83ae6941b487,18/Jun/25 1:19 PM,17/Sep/25 12:34 PM,,,,,,Data Storefront,,,,,,,0,,,,,,,Jordan Richter,Mike Hughesman,,,,,,,712020:2feb8a1e-46c6-4314-a459-e9a6f33746cf,712020:6893c53e-0a1a-4b92-bc57-83ae6941b487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14/Jul/25 10:48 AM;712020:2feb8a1e-46c6-4314-a459-e9a6f33746cf;image-20250714-164714.png;https://keyera.atlassian.net/rest/api/3/attachment/content/26997,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@4763789d,,,,,0.0,,{},,,,,,,,,,,,,,,,,0|i03pc0:,,,,,,,,,,,,,,,,2025-07-14 16:48:39.861,,18/Jun/25 5:14 PM;712020:6893c53e-0a1a-4b92-bc57-83ae6941b487;[~accountid:712020:2feb8a1e-46c6-4314-a459-e9a6f33746cf] Moving to testing status as this is likely complete with Lee Pattison’s matrix values and the workflows already created by Jordan.,"14/Jul/25 10:48 AM;712020:2feb8a1e-46c6-4314-a459-e9a6f33746cf;With the approvers defined in [https://keyeracorp.sharepoint.com/:x:/r/sites/TM-DataFoundations/Shared%20Documents/General/Data%20Products%20and%20Business%20Access/Requests%20and%20Data%20Products%20Inventory.xlsx?d=wedcb8bbb43bc43648783bb893633c10f&csf=1&web=1&e=jKAUxi|https://keyeracorp.sharepoint.com/:x:/r/sites/TM-DataFoundations/Shared%20Documents/General/Data%20Products%20and%20Business%20Access/Requests%20and%20Data%20Products%20Inventory.xlsx?d=wedcb8bbb43bc43648783bb893633c10f&csf=1&web=1&e=jKAUxi|smart-link] ,  the same approval workflow will be defined in the +Service Catalog Approval and Routing+ custom object, the sandbox looks like this

!image-20250714-164714.png|width=1830,height=566,alt=""image-20250714-164714.png""!

notably, I’m currently set as approver for any for two main reasons:

# Not everyone is set up as a requester in FreshLab
# If we _did_ set them up, then they’d get emails about approvals and we could never test the whole workflow

This will be handled in production with proper approvers ",,,,,,,,,,,,37301,DF-107,Data Storefront,In Progress,18/Jun/25 5:13 PM
