Key,Key,Summary,Summary_suggested,Issue Type,Status,Assignee,Priority,Story Points,Epic Link,Fix Version/s,Labels,Components,flag_missing_ac,flag_no_estimate,flag_no_owner,flag_vague_summary,groomability_score,AC_suggested,Description,Description_suggested
DF-759,43013.0,Dashboards do not run on Schedule when assigned to TerraForm created Compute,Dashboards do not run on Schedule when assigned to TerraForm created Compute,Bug,Rejected,Lee Pattison,Medium,,,,,Databricks Dashboards,True,True,False,False,55,"1) Given estado inicial conocido When ejecuto la acción Then obtengo resultado verificable
2) Given un error esperado When ocurre Then queda log y rollback/alerta","Databricks allows for dashboards to be scheduled and subscribed to through the UI:

[Manage scheduled dashboard updates and subscriptions | Databricks on AWS|https://docs.databricks.com/aws/en/dashboards/schedule-subscribe]

The [KAPS Daily Volume Report|https://dbc-2092c304-c615.cloud.databricks.com/dashboardsv3/01f08b5794c1184c845e4cc45b92840a/published?o=3871344541893490] dashboard in Commercial production was using this functionality without issue for a number of months. It is published using embedded credentials ([lee_pattison98@keyera.com|mailto:lee_pattison98@keyera.com]) which are part of the Workspace Admin group.

 It started failing silently about a week or two ago. I noticed when I did not see the PDF email sent out. Upon investigation, I noticed (this is a hypothesis only, please treat as such) that if the compute cluster was not running when the schedule triggered the dashboard could not refresh. If the compute cluster was running, it sometimes worked and I could see the dashboard queries when looking at the cluster monitoring details.

I have been able to restore functionality by creating a new compute resource ([SQL Warehouse - Databricks|https://dbc-2092c304-c615.cloud.databricks.com/sql/warehouses/99e78ba361fb054d?o=3871344541893490]) that lee_pattison98@keyera.com owns, not terrform, and assign it when setting up the schedule.

To replicate:

Subscribe to both schedules' setup for: [KAPS Daily Volume Report|https://dbc-2092c304-c615.cloud.databricks.com/dashboardsv3/01f08b5794c1184c845e4cc45b92840a/published?o=3871344541893490]

* 9 AM - this one uses a non-terraform owned cluster and should work. You should be able to see the query details if you look at the cluster monitoring results and you should receive and email.
* Broken Schedule - this one uses a terraform cluster (Business Development | LIN | Analyst Cluster). This was selected as usually no one is actively using it. You can change the schedule time and, as long as the cluster isn’t running, see the dashboard not being able to start the cluster.",
DF-758,43009.0,Blather - Inbox file upload automation,Blather - Inbox file upload automation,Sub-task,In Evaluation,Mateo Fidabel,Medium,,,,,,True,True,False,False,55,"1) Given estado inicial conocido When ejecuto la acción Then obtengo resultado verificable
2) Given un error esperado When ocurre Then queda log y rollback/alerta","Task Decomposition:

# Create Volume - Landing for file uploading.
# Create a service principal for downloading the .xls. file from  inbox
# Create the daily job for file download
# Create a guide documentation for Keyera to use the Service Principal",
DF-757,43007.0,Query Jira,[Task] Query Jira esquema parquet → AC verificables y métrica definida,Task,In Progress,Scott Drennan,Medium,,,,,Platform Management,True,True,False,True,40,"1) Given lotes parquet heterogéneos When aplico normalizador Then el output respeta esquema canónico v1 y extras→`extras.json`
2) Given cambio de tipo en columna When corre el pipeline Then se bloquea el merge y se adjunta diff de esquema",We need to query Jira to be able to effectively report on our work items.,"Problem Statement:

Goal / Outcome:

Scope:
- 

Out of Scope:
- 

Acceptance Criteria:
1) Given <state> When <action> Then <result>
2) Given <state> When <action> Then <result>

Data / Interfaces:

Dependencies:

Risks & Assumptions:

Definition of Done:
- AC pasan en dev/QA
- Docs actualizadas (link)
- Alertas/monitoring (si aplica)
"
DF-754,42999.0,TESTSCRIPT DATA -- replication to databricks.silver data ingestion,TESTSCRIPT DATA -- replication to databricks.silver data ingestion,Story,In Progress,Jonathan Yun,Medium,,,,,,True,True,False,False,55,"1) Given estado inicial conocido When ejecuto la acción Then obtengo resultado verificable
2) Given un error esperado When ocurre Then queda log y rollback/alerta","ensure repl and databricks match

todo; ensure src and repl match 

method: 

# easiest is to just count records and ensure correct.  
# modified records we can assume repl/updated if new records in
## to handle modified records, we can hash/match differences on the pkeyids to 



todo: also see if we can select the last repl sub or pub date from source

use script to gen select by concat for sql and dbk end and expected output ",
DF-751,42968.0,Create a SP list for TIPS-Q2 meter mapping,Create a SP list for TIPS-Q2 meter mapping,Story,Done,Svetlana Garaev,Medium,,,,,,True,True,False,False,55,"1) Given estado inicial conocido When ejecuto la acción Then obtengo resultado verificable
2) Given un error esperado When ocurre Then queda log y rollback/alerta","As a BD, I need to know how a TIPS meter is identified in MMS.","Problem Statement:

Goal / Outcome:

Scope:
- 

Out of Scope:
- 

Acceptance Criteria:
1) Given <state> When <action> Then <result>
2) Given <state> When <action> Then <result>

Data / Interfaces:

Dependencies:

Risks & Assumptions:

Definition of Done:
- AC pasan en dev/QA
- Docs actualizadas (link)
- Alertas/monitoring (si aplica)
"
DF-750,42948.0,Deploy 1.5.0/1.6.0 to production - get pwd from jy for CGYMSDBP141 - svc_databricks_maximo_prod,Deploy 1.5.0/1.6.0 to production - get pwd from jy for CGYMSDBP141 - svc_databricks_maximo_prod,Story,In Progress,Mateo Fidabel,Medium,,,,,,True,True,False,False,55,"1) Given estado inicial conocido When ejecuto la acción Then obtengo resultado verificable
2) Given un error esperado When ocurre Then queda log y rollback/alerta",pwd in secretserver,"Problem Statement:

Goal / Outcome:

Scope:
- 

Out of Scope:
- 

Acceptance Criteria:
1) Given <state> When <action> Then <result>
2) Given <state> When <action> Then <result>

Data / Interfaces:

Dependencies:

Risks & Assumptions:

Definition of Done:
- AC pasan en dev/QA
- Docs actualizadas (link)
- Alertas/monitoring (si aplica)
"
DF-748,42913.0,Remove Demo Group from Terraform,Remove Demo Group from Terraform,Story,Backlog,,Medium,,,,,,True,True,True,False,35,"1) Given reglas esperadas por fuente When corro validador de grupos Then no hay desviaciones y se emite reporte firmado
2) Given un usuario fuera de regla When detecto la desviación Then se abre ticket 'Access‑Fix' y se notifica a SecOps",[~accountid:712020:32c2239a-0e07-4ec9-9631-3c8768666b03]  Creating this User Story to clean the Demo Security Groups created to demo Terraform ,
DF-747,42902.0,Ingest QPOST_RPTS_WIO_STMT to Silver Layer,Ingest QPOST_RPTS_WIO_STMT to Silver Layer,Sub-task,Blocked,Zackary Oleitschuk,Medium,,,,,,True,True,False,False,55,"1) Given estado inicial conocido When ejecuto la acción Then obtengo resultado verificable
2) Given un error esperado When ocurre Then queda log y rollback/alerta",,"Problem Statement:

Goal / Outcome:

Scope:
- 

Out of Scope:
- 

Acceptance Criteria:
1) Given <state> When <action> Then <result>
2) Given <state> When <action> Then <result>

Data / Interfaces:

Dependencies:

Risks & Assumptions:

Definition of Done:
- AC pasan en dev/QA
- Docs actualizadas (link)
- Alertas/monitoring (si aplica)
"
DF-746,42900.0,Ingest User and Service Principal Entitlements,Ingest User and Service Principal Entitlements,Story,In Progress,Scott Drennan,Medium,,,,,Platform Management,True,True,False,False,55,"1) Given estado inicial conocido When ejecuto la acción Then obtengo resultado verificable
2) Given un error esperado When ocurre Then queda log y rollback/alerta",Extend the IAM Group Entitlements Job to users and service principals.,"Problem Statement:

Goal / Outcome:

Scope:
- 

Out of Scope:
- 

Acceptance Criteria:
1) Given <state> When <action> Then <result>
2) Given <state> When <action> Then <result>

Data / Interfaces:

Dependencies:

Risks & Assumptions:

Definition of Done:
- AC pasan en dev/QA
- Docs actualizadas (link)
- Alertas/monitoring (si aplica)
"
DF-745,42883.0,Ingest QPOST_RPTS_WIO_STMT Table,Ingest QPOST_RPTS_WIO_STMT Table,Story,Rejected,Zackary Oleitschuk,Medium,,,,,,True,True,False,False,55,"1) Given estado inicial conocido When ejecuto la acción Then obtengo resultado verificable
2) Given un error esperado When ocurre Then queda log y rollback/alerta","The WIO_PER column has not been ingested. This data needs to be pulled from the table QPOST_RPTS_WIO_STMT, per the metadata template.  This needs to be ingested to complete the deductions table.",
DF-744,42876.0,Link AD Groups to existing Business Areas,Link AD Groups to existing Business Areas,Story,User Testing,Mateo Fidabel,Medium,,,,,,True,True,False,False,55,"1) Given reglas esperadas por fuente When corro validador de grupos Then no hay desviaciones y se emite reporte firmado
2) Given un usuario fuera de regla When detecto la desviación Then se abre ticket 'Access‑Fix' y se notifica a SecOps","Attach the following AD Groups to their corresponding Business Area:



|Name|AD Group Name|Persona|
|-Enterprise | Consumer | Internal | <Workspace>-|-SG_ALL_IT_DF_ALL_ALL_Consumer_IN-|-Consumer-|
|-Enterprise | Developer | <Workspace>-|-SG_ALL_IT_DF_ALL_ALL_Developer-|-Developer-|
|-Enterprise | Data Engineer | <Workspace>-|-SG_ALL_IT_DF_ALL_ALL_Data Engineer-|-Data Engineer-|
|-Enterprise | Workspace Admin | <Workspace>-|-SG_ALL_IT_DF_ALL_ALL_Workspace Admin-|-Workspace Admin-|
|Measurement & Analytics | Consumer | Internal | <Workspace>|SG_ALL_IT_DF_MEA_ALL_Consumer_IN|Consumer|
|Measurement & Analytics | Analyst | Internal | <Workspace>|SG_ALL_IT_DF_MEA_ALL_Analyst_IN|Analyst|
|Sustainability | AER | Consumer | Internal | <Workspace>|SG_ALL_IT_DF_SUS_AER_Consumer_IN|Consumer|
|Sustainability | AER | Analyst | Internal | <Workspace>|SG_ALL_IT_DF_SUS_AER_Analyst_IN|Analyst|
|Fundamentals | Consumer | Internal | <Workspace>|SG_ALL_IT_DF_FUN_ALL_Consumer_IN|Consumer|
|Fundamentals | Analyst | Internal | <Workspace>|SG_ALL_IT_DF_FUN_ALL_Analyst_IN|Analyst|
|Business Development | GNP | Consumer | Internal | <Workspace>|SG_ALL_IT_DF_BDV_GNP_Consumer_IN|Consumer|
|Business Development | GNP | Analyst | Internal | <Workspace>|SG_ALL_IT_DF_BDV_GNP_Analyst_IN|Analyst|
|Business Development | LIN | Consumer | Internal | <Workspace>|SG_ALL_IT_DF_BDV_LIN_Consumer_IN|Consumer|
|Business Development | LIN | Analyst | Internal | <Workspace>|SG_ALL_IT_DF_BDV_LIN_Analyst_IN|Analyst|
|Operations & Engineering | Consumer | Internal | <Workspace>|SG_ALL_IT_DF_OPS_ALL_Consumer_IN|Consumer|
|Operations & Engineering | Analyst | Internal | <Workspace>|SG_ALL_IT_DF_OPS_ALL_Analyst_IN|Analyst|
|Operations & Engineering | PMO | Consumer | Internal | <Workspace>|SG_ALL_IT_DF_OPS_PMO_Consumer_IN|Consumer|
|Operations & Engineering | PMO | Analyst | Internal | <Workspace>|SG_ALL_IT_DF_OPS_PMO_Analyst_IN|Analyst|
|Safety & Operational Efficiency | Consumer | Internal | <Workspace>|SG_ALL_IT_DF_SOE_ALL_Consumer_IN|Consumer|
|Safety & Operational Efficiency | Analyst | Internal | <Workspace>|SG_ALL_IT_DF_SOE_ALL_Analyst_IN|Analyst|
|Logistics | Consumer | Internal | <Workspace>|SG_ALL_IT_DF_LOG_ALL_Consumer_IN|Consumer|
|Logistics | Analyst | Internal | <Workspace>|SG_ALL_IT_DF_LOG_ALL_Analyst_IN|Analyst|
|Corporate Finance | Consumer | Internal | <Workspace>|SG_ALL_IT_DF_FIN_ALL_Consumer_IN|Consumer|
|Corporate Finance | Analyst | Internal | <Workspace>|SG_ALL_IT_DF_FIN_ALL_Analyst_IN|Analyst|
|Supply Chain Management | Consumer | Internal | <Workspace>|SG_ALL_IT_DF_SCM_ALL_Consumer_IN|Consumer|
|Supply Chain Management | Analyst | Internal | <Workspace>|SG_ALL_IT_DF_SCM_ALL_Analyst_IN|Analyst|
|Executive | Consumer | Internal | <Workspace>|SG_ALL_IT_DF_EXE_ALL_Consumer_IN|Consumer|
|Executive | Analyst | Internal | <Workspace>|SG_ALL_IT_DF_EXE_ALL_Analyst_IN|Analyst|
|Information Technology | Consumer | Internal | <Workspace>|SG_ALL_IT_DF_ITM_ALL_Consumer_IN|Consumer|
|Information Technology | Analyst | Internal | <Workspace>|SG_ALL_IT_DF_ITM_ALL_Analyst_IN|Analyst|
|Production Accounting | Consumer | Internal | <Workspace>|SG_ALL_IT_DF_PAC_ALL_Consumer_IN|Consumer|
|Production Accounting | Analyst | Internal | <Workspace>|SG_ALL_IT_DF_PAC_ALL_Analyst_IN|Analyst|",
